Word,Gender,WdNum,ValMn,ValSd,AroMn,AroSD,DomMN,DomSD,Frequency
happy,Male,200,8.25,1.39,7.0,2.73,6.73,2.28,98
happy,Female,200,8.19,2.06,6.19,2.8,6.58,2.55,98
hard,All,781,5.22,1.82,5.12,2.19,5.59,1.63,202
hard,Male,781,5.68,2.0,5.42,2.19,5.84,2.09,202
hard,Female,781,4.82,1.59,4.86,2.21,5.36,1.09,202
hardship,All,782,2.45,1.61,4.76,2.55,4.22,2.4,9
hardship,Male,782,3.0,1.75,4.7,2.23,5.15,2.18,9
hardship,Female,782,1.95,1.33,5.05,2.71,3.33,2.31,9
hat,All,783,5.46,1.36,4.1,2.0,5.39,1.43,56
hat,Male,783,5.58,1.39,4.53,2.12,5.47,1.5,56
hat,Female,783,5.36,1.36,3.73,1.86,5.32,1.39,56
hate,All,201,2.12,1.72,6.95,2.56,5.05,2.95,42
hate,Male,201,2.92,2.31,7.33,2.35,5.42,2.68,42
hate,Female,201,1.79,1.32,6.79,2.66,4.9,3.09,42
hatred,All,202,1.98,1.92,6.66,2.56,4.3,2.76,20
hatred,Male,202,2.53,2.26,6.47,2.72,4.6,2.47,20
hatred,Female,202,1.69,1.69,6.76,2.52,4.14,2.92,20
hawk,All,536,5.88,1.62,4.39,2.29,5.5,1.69,14
hawk,Male,536,6.33,1.61,4.08,2.34,5.71,1.76,14
hawk,Female,536,5.46,1.56,4.68,2.25,5.31,1.64,14
hay,All,784,5.24,1.24,3.95,2.58,5.37,1.64,19
hay,Male,784,5.19,1.63,4.81,2.75,5.81,1.89,19
hay,Female,784,5.3,0.66,3.05,2.09,4.9,1.21,19
headache,All,203,2.02,1.06,5.07,2.74,3.6,1.98,5
headache,Male,203,2.24,1.15,5.18,2.63,4.24,1.99,5
headache,Female,203,1.88,0.99,5.0,2.86,3.16,1.89,5
headlight,All,785,5.24,1.51,3.81,2.22,4.88,1.47,.
headlight,Male,785,5.05,1.77,3.77,2.41,4.76,1.73,.
headlight,Female,785,5.45,1.19,3.85,2.06,5.0,1.17,.
heal,All,786,7.09,1.46,4.77,2.23,5.79,1.8,2
heal,Male,786,6.71,1.23,4.86,1.9,5.29,1.59,2
heal,Female,786,7.45,1.6,4.9,2.39,6.29,1.9,2
health,All,204,6.81,1.88,5.13,2.35,5.83,1.91,105
health,Male,204,6.93,1.33,5.33,2.79,5.87,1.77,105
health,Female,204,6.75,2.11,5.03,2.15,5.81,2.01,105
heart,All,787,7.39,1.53,6.34,2.25,5.49,2.11,173
heart,Male,787,6.9,1.58,6.14,2.1,5.48,2.04,173
heart,Female,787,7.9,1.33,6.55,2.44,5.5,2.24,173
heaven,All,205,7.3,2.39,5.61,3.2,6.15,2.56,43
heaven,Male,205,7.07,2.34,6.53,2.83,6.2,2.31,43
heaven,Female,205,7.41,2.45,5.16,3.32,6.12,2.71,43
hell,All,788,2.24,1.62,5.38,2.62,3.24,2.36,95
hell,Male,788,2.85,1.69,4.65,2.37,3.9,2.36,95
hell,Female,788,1.67,1.35,6.05,2.72,2.62,2.25,95
helpless,All,206,2.2,1.42,5.34,2.52,2.27,1.83,21
helpless,Male,206,2.2,1.21,4.87,2.59,2.53,1.88,21
helpless,Female,206,2.19,1.55,5.62,2.48,2.12,1.82,21
heroin,All,789,4.36,2.73,5.11,2.72,4.8,2.54,2
heroin,Male,789,3.85,2.35,4.45,2.98,4.2,2.55,2
heroin,Female,789,4.79,2.99,5.67,2.41,5.29,2.48,2
hide,All,207,4.32,1.91,5.28,2.51,3.4,2.12,22
hide,Male,207,5.07,1.67,4.47,2.5,4.27,2.43,22
hide,Female,207,3.97,1.94,5.66,2.46,3.0,1.87,22
highway,All,562,5.92,1.72,5.16,2.44,5.66,1.81,40
highway,Male,562,6.04,1.67,4.8,2.6,5.64,1.98,40
highway,Female,562,5.8,1.8,5.52,2.26,5.68,1.68,40
hinder,All,790,3.81,1.42,4.12,2.01,4.21,1.54,.
hinder,Male,790,3.86,1.64,4.09,1.93,4.18,1.68,.
hinder,Female,790,3.75,1.16,4.15,2.16,4.25,1.41,.
history,All,208,5.24,2.01,3.93,2.29,4.83,2.08,286
history,Male,208,6.0,1.79,4.12,2.18,5.19,2.07,286
history,Female,208,4.77,2.03,3.81,2.4,4.62,2.1,286
hit,All,594,4.33,2.35,5.73,2.09,4.88,2.01,115
hit,Male,594,5.44,2.16,5.4,2.43,5.67,2.08,115
hit,Female,594,3.27,2.03,6.04,1.68,4.15,1.67,115
holiday,All,791,7.55,2.14,6.59,2.73,6.3,2.17,17
holiday,Male,791,7.3,2.36,7.1,2.29,6.9,1.8,17
holiday,Female,791,7.75,1.96,6.17,3.03,5.79,2.36,17
home,All,209,7.91,1.63,4.21,2.94,5.9,2.3,547
home,Male,209,7.71,1.96,4.29,2.73,6.35,2.29,547
home,Female,209,8.04,1.4,4.16,3.13,5.6,2.31,547
honest,All,210,7.7,1.43,5.32,1.92,6.24,2.13,47
honest,Male,210,7.21,1.53,5.71,1.44,5.21,2.19,47
honest,Female,210,8.0,1.31,5.09,2.15,6.87,1.87,47
honey,All,792,6.73,1.7,4.51,2.25,5.44,1.47,25
honey,Male,792,6.53,1.87,4.53,2.14,5.68,1.42,25
honey,Female,792,6.91,1.57,4.5,2.39,5.23,1.51,25
honor,All,211,7.66,1.24,5.9,1.83,6.7,2.04,66
honor,Male,211,7.6,1.18,6.13,1.51,6.14,2.35,66
honor,Female,211,7.69,1.29,5.77,2.01,7.0,1.83,66
hooker,All,793,3.34,2.31,4.93,2.82,4.73,2.48,.
hooker,Male,793,4.53,2.46,6.0,2.13,6.11,2.23,.
hooker,Female,793,2.32,1.62,4.0,3.06,3.55,2.06,.
hope,All,794,7.05,1.96,5.44,2.47,5.52,2.2,178
hope,Male,794,6.67,1.57,4.84,2.57,5.32,2.26,178
hope,Female,794,7.32,2.19,5.88,2.36,5.68,2.19,178
hopeful,All,212,7.1,1.46,5.78,2.09,5.41,1.92,12
hopeful,Male,212,7.07,1.03,6.27,1.22,5.47,1.92,12
hopeful,Female,212,7.12,1.68,5.5,2.44,5.38,1.96,12
horror,All,213,2.76,2.25,7.21,2.14,4.63,2.7,17
horror,Male,213,3.18,2.32,6.44,2.13,4.62,2.47,17
horror,Female,213,2.48,2.2,7.69,2.04,4.64,2.89,17
horse,All,214,5.89,1.55,3.89,2.17,4.67,1.6,117
horse,Male,214,5.6,0.97,3.5,1.78,4.2,1.32,117
horse,Female,214,6.0,1.72,4.04,2.32,4.85,1.69,117
hospital,All,215,5.04,2.45,5.98,2.54,4.69,2.16,110
hospital,Male,215,5.05,1.85,5.0,2.41,4.8,1.67,110
hospital,Female,215,5.04,2.86,6.73,2.43,4.6,2.52,110
hostage,All,216,2.2,1.8,6.76,2.63,2.83,2.32,2
hostage,Male,216,2.25,1.59,5.5,3.0,3.2,2.46,2
hostage,Female,216,2.15,1.97,7.73,1.85,2.54,2.21,2
hostile,All,217,2.73,1.5,6.44,2.28,4.85,2.58,19
hostile,Male,217,3.33,1.63,6.8,2.04,5.73,2.96,19
hostile,Female,217,2.38,1.33,6.23,2.42,4.35,2.24,19
hotel,All,795,6.0,1.77,4.8,2.53,5.12,1.84,126
hotel,Male,795,6.67,1.41,5.26,2.66,5.33,2.06,126
hotel,Female,795,5.52,1.87,4.46,2.42,4.96,1.7,126
house,All,563,7.26,1.72,4.56,2.41,6.08,2.12,591
house,Male,563,7.29,1.55,4.04,2.58,6.38,1.84,591
house,Female,563,7.23,1.9,5.04,2.18,5.81,2.35,591
hug,All,218,8.0,1.55,5.35,2.76,5.79,2.41,3
hug,Male,218,7.67,0.98,5.55,2.21,5.27,1.68,3
hug,Female,218,8.17,1.77,5.26,3.03,6.04,2.69,3
humane,All,796,6.89,1.7,4.5,1.91,5.7,1.91,5
humane,Male,796,6.17,1.76,4.83,1.34,5.67,1.57,5
humane,Female,796,7.38,1.5,4.27,2.22,5.73,2.15,5
humble,All,219,5.86,1.42,3.74,2.33,4.76,2.25,18
humble,Male,219,6.0,1.58,3.53,2.35,5.06,2.3,18
humble,Female,219,5.76,1.33,3.88,2.35,4.56,2.24,18
humiliate,All,797,2.24,1.34,6.14,2.42,2.6,1.94,.
humiliate,Male,797,2.2,1.15,6.35,2.3,2.9,1.92,.
humiliate,Female,797,2.27,1.52,5.95,2.55,2.32,1.96,.
humor,All,220,8.56,0.81,5.5,2.91,6.08,2.14,47
humor,Male,220,8.2,0.92,4.3,2.45,5.2,2.15,47
humor,Female,220,8.69,0.74,5.96,2.99,6.42,2.08,47
hungry,All,221,3.58,2.01,5.13,2.44,4.68,2.05,23
hungry,Male,221,3.67,2.32,5.2,2.73,4.67,2.16,23
hungry,Female,221,3.52,1.83,5.09,2.29,4.7,2.03,23
hurricane,All,798,3.34,2.12,6.83,2.06,3.07,2.18,8
hurricane,Male,798,4.19,2.34,6.67,2.15,3.76,2.07,8
hurricane,Female,798,2.45,1.43,7.0,2.0,2.35,2.11,8
hurt,All,222,1.9,1.26,5.85,2.49,3.33,2.22,37
hurt,Male,222,2.55,1.51,6.27,2.76,3.82,2.23,37
hurt,Female,222,1.66,1.08,5.68,2.4,3.14,2.22,37
hydrant,All,564,5.02,0.93,3.71,1.75,5.53,1.3,.
hydrant,Male,564,5.08,0.86,3.64,1.78,5.52,0.96,.
hydrant,Female,564,4.96,1.0,3.77,1.75,5.54,1.58,.
icebox,All,799,4.95,1.0,4.17,2.11,5.05,1.05,3
icebox,Male,799,5.0,0.88,4.84,1.8,5.0,1.11,3
icebox,Female,799,4.91,1.11,3.59,2.22,5.09,1.02,3
idea,All,800,7.0,1.34,5.86,1.81,6.26,2.0,195
idea,Male,800,6.43,1.12,5.57,1.78,5.62,1.72,195
idea,Female,800,7.57,1.33,6.14,1.83,6.9,2.1,195
identity,All,801,6.57,1.99,4.95,2.24,6.4,1.89,55
identity,Male,801,6.23,2.16,5.09,2.33,6.32,1.78,55
identity,Female,801,6.95,1.76,4.8,2.19,6.5,2.04,55
idiot,All,223,3.16,1.91,4.21,2.47,3.18,2.13,2
idiot,Male,223,3.4,2.32,4.8,2.37,4.4,2.29,2
idiot,Female,223,3.0,1.62,3.83,2.52,2.39,1.62,2
idol,All,802,6.12,1.86,4.95,2.14,5.37,2.17,7
idol,Male,802,5.71,1.74,4.76,2.23,5.52,2.06,7
idol,Female,802,6.55,1.93,5.15,2.08,5.2,2.31,7
ignorance,All,803,3.07,2.25,4.39,2.49,4.41,2.38,16
ignorance,Male,803,2.9,1.74,3.85,2.21,4.45,2.42,16
ignorance,Female,803,3.21,2.62,4.83,2.66,4.38,2.39,16
illness,All,804,2.48,1.4,4.71,2.24,3.21,1.85,20
illness,Male,804,2.7,1.45,4.6,2.28,3.7,1.98,20
illness,Female,804,2.27,1.35,4.82,2.26,2.77,1.66,20
imagine,All,805,7.32,1.52,5.98,2.14,7.07,1.99,61
imagine,Male,805,7.1,1.62,5.6,2.09,6.5,2.12,61
imagine,Female,805,7.52,1.44,6.32,2.17,7.62,1.75,61
immature,All,806,3.39,1.7,4.15,1.96,4.85,2.2,7
immature,Male,806,4.1,1.73,4.19,2.02,4.95,2.13,7
immature,Female,806,2.65,1.35,4.1,1.94,4.75,2.31,7
immoral,All,807,3.5,2.16,4.98,2.48,4.66,2.33,5
immoral,Male,807,3.75,2.31,4.75,2.47,4.65,2.68,5
immoral,Female,807,3.29,2.05,5.17,2.53,4.67,2.06,5
impair,All,808,3.18,1.86,4.04,2.14,4.09,2.18,4
impair,Male,808,3.42,1.43,3.47,1.81,4.21,1.84,4
impair,Female,808,3.0,2.14,4.46,2.3,4.0,2.43,4
impotent,All,224,2.81,1.92,4.57,2.59,3.43,2.43,2
impotent,Male,224,3.24,2.36,4.69,3.05,4.25,2.82,2
impotent,Female,224,2.54,1.56,4.5,2.32,2.92,2.06,2
impressed,All,225,7.33,1.84,5.42,2.65,5.51,2.21,30
impressed,Male,225,6.77,2.05,5.77,2.49,5.93,1.82,30
impressed,Female,225,7.62,1.7,5.24,2.76,5.28,2.41,30
improve,All,226,7.65,1.16,5.69,2.15,6.08,2.25,39
improve,Male,226,7.35,1.27,5.56,2.31,5.94,2.43,39
improve,Female,226,7.9,1.02,5.8,2.07,6.2,2.14,39
incentive,All,809,7.0,1.72,5.69,2.45,5.93,2.02,12
incentive,Male,809,7.05,1.47,5.7,2.23,5.95,1.54,12
incentive,Female,809,6.95,1.96,5.95,2.44,5.9,2.43,12
indifferent,All,810,4.61,1.28,3.18,1.85,4.84,1.67,11
indifferent,Male,810,4.8,1.51,3.2,1.74,4.7,1.84,11
indifferent,Female,810,4.46,1.06,3.17,1.97,4.96,1.55,11
industry,All,227,5.3,1.61,4.47,2.43,4.91,2.04,171
industry,Male,227,5.8,1.32,4.73,2.37,5.67,1.91,171
industry,Female,227,5.06,1.7,4.34,2.48,4.56,2.03,171
infant,All,811,6.95,2.08,5.05,2.66,5.67,2.48,11
infant,Male,811,6.05,2.15,4.64,2.7,5.55,2.44,11
infant,Female,811,7.95,1.5,5.5,2.61,5.8,2.57,11
infatuation,All,516,6.73,2.08,7.02,1.87,4.9,2.28,4
infatuation,Male,516,6.96,1.95,7.08,2.02,5.48,2.37,4
infatuation,Female,516,6.5,2.21,6.96,1.75,4.32,2.08,4
infection,All,228,1.66,1.34,5.03,2.77,3.61,2.64,8
infection,Male,228,1.93,1.87,4.73,2.71,4.0,2.7,8
infection,Female,228,1.48,0.85,5.22,2.84,3.35,2.62,8
inferior,All,812,3.07,1.57,3.83,2.05,2.78,2.08,7
inferior,Male,812,3.09,1.9,3.27,2.07,3.0,2.35,7
inferior,Female,812,3.05,1.15,4.45,1.88,2.55,1.79,7
inhabitant,All,813,5.05,1.34,3.95,1.97,5.37,1.43,.
inhabitant,Male,813,4.79,1.36,4.74,1.52,5.58,1.26,.
inhabitant,Female,813,5.27,1.32,3.27,2.1,5.18,1.56,.
injury,All,595,2.49,1.76,5.69,2.06,3.57,1.62,27
injury,Male,595,3.16,2.03,5.56,2.29,3.8,1.94,27
injury,Female,595,1.85,1.16,5.81,1.86,3.35,1.23,27
ink,All,229,5.05,0.81,3.84,1.88,4.61,2.13,7
ink,Male,229,5.0,1.11,3.54,1.85,4.54,2.4,7
ink,Female,229,5.08,0.63,4.0,1.91,4.64,2.02,7
innocent,All,814,6.51,1.34,4.21,1.99,5.28,2.08,37
innocent,Male,814,6.25,1.37,4.65,1.69,5.16,1.68,37
innocent,Female,814,6.76,1.3,3.82,2.2,5.38,2.42,37
insane,All,815,2.85,1.94,5.83,2.45,4.12,2.23,13
insane,Male,815,3.58,1.89,5.68,2.29,4.95,2.17,13
insane,Female,815,2.23,1.8,5.95,2.63,3.41,2.06,13
insect,All,816,4.07,2.16,4.07,2.46,4.56,2.47,14
insect,Male,816,4.5,1.93,4.15,2.23,4.9,2.25,14
insect,Female,816,3.68,2.32,4.19,2.62,4.24,2.68,14
insecure,All,230,2.36,1.33,5.56,2.34,2.33,1.95,3
insecure,Male,230,2.2,0.92,3.9,1.6,2.5,1.96,3
insecure,Female,230,2.41,1.45,6.14,2.29,2.28,1.98,3
insolent,All,231,4.35,1.76,5.38,2.37,4.5,2.06,2
insolent,Male,231,4.71,1.76,5.69,2.55,4.88,1.89,2
insolent,Female,231,4.12,1.75,5.19,2.28,4.27,2.16,2
inspire,All,232,6.97,1.91,5.0,2.53,6.34,2.11,3
inspire,Male,232,6.4,2.59,5.07,1.94,6.13,1.92,3
inspire,Female,232,7.35,1.23,4.96,2.88,6.48,2.25,3
inspired,All,233,7.15,1.85,6.02,2.67,6.67,2.31,25
inspired,Male,233,6.6,1.85,6.0,2.47,6.45,2.19,25
inspired,Female,233,7.58,1.77,6.04,2.86,6.85,2.43,25
insult,All,817,2.29,1.33,6.0,2.46,3.62,2.05,7
insult,Male,817,3.0,1.2,5.37,2.39,4.44,2.15,7
insult,Female,817,1.68,1.13,6.55,2.44,2.95,1.73,7
intellect,All,818,6.82,1.96,4.75,2.5,6.3,1.98,5
intellect,Male,818,6.72,2.19,4.78,1.9,6.83,1.82,5
intellect,Female,818,6.88,1.82,4.92,2.77,5.92,2.04,5
intercourse,All,819,7.36,1.57,7.0,2.07,6.4,1.78,9
intercourse,Male,819,7.7,1.66,7.35,1.93,6.75,1.71,9
intercourse,Female,819,7.05,1.46,6.68,2.19,6.09,1.82,9
interest,All,234,6.97,1.53,5.66,2.26,5.88,1.78,330
interest,Male,234,7.0,1.48,5.18,2.32,5.73,2.33,330
interest,Female,234,7.3,1.82,5.87,2.62,5.83,1.7,330
intimate,All,821,7.61,1.51,6.98,2.21,5.86,2.29,21
intimate,Male,821,7.74,1.05,7.05,1.9,6.05,2.09,21
intimate,Female,821,7.52,1.81,6.92,2.45,5.72,2.46,21
intruder,All,822,2.77,2.32,6.86,2.41,4.0,2.68,1
intruder,Male,822,3.78,2.18,6.44,2.33,4.83,2.28,1
intruder,Female,822,2.08,2.19,7.15,2.46,3.42,2.82,1
invader,All,823,3.05,2.01,5.5,2.4,4.0,2.6,1
invader,Male,823,3.75,1.94,4.3,2.18,3.95,2.39,1
invader,Female,823,2.46,1.91,6.5,2.13,4.04,2.82,1
invest,All,824,5.93,2.1,5.12,2.42,5.88,1.95,3
invest,Male,824,5.64,2.3,5.41,2.09,5.68,2.17,3
invest,Female,824,6.25,1.86,4.8,2.76,6.1,1.71,3
iron,All,565,4.9,1.02,3.76,2.06,5.1,1.27,43
iron,Male,565,5.28,0.89,4.0,2.25,5.25,1.11,43
iron,Female,565,4.54,1.03,3.54,1.86,4.96,1.4,43
irritate,All,235,3.11,1.67,5.76,2.15,5.03,2.05,.
irritate,Male,235,2.87,1.64,5.13,2.39,5.2,2.27,.
irritate,Female,235,3.26,1.71,6.17,1.92,4.91,1.93,.
item,All,825,5.26,0.86,3.24,2.08,5.26,1.67,54
item,Male,825,5.32,0.78,3.5,2.2,5.09,1.66,54
item,Female,825,5.2,0.95,2.95,1.96,5.45,1.7,54
jail,All,236,1.95,1.27,5.49,2.67,3.81,2.71,21
jail,Male,236,2.0,1.41,5.13,2.9,3.13,2.45,21
jail,Female,236,1.91,1.19,5.73,2.55,4.27,2.83,21
jealousy,All,237,2.51,1.83,6.36,2.66,3.8,2.41,4
jealousy,Male,237,2.65,1.23,5.55,2.68,3.35,1.87,4
jealousy,Female,237,2.4,2.22,7.0,2.5,4.16,2.75,4
jelly,All,238,5.66,1.44,3.7,2.29,4.53,1.77,3
jelly,Male,238,5.75,0.97,4.08,2.61,5.08,1.62,3
jelly,Female,238,5.62,1.61,3.54,2.17,4.29,1.8,3
jewel,All,239,7.0,1.72,5.38,2.54,5.59,2.19,1
jewel,Male,239,6.3,2.16,5.6,2.8,4.8,1.81,1
jewel,Female,239,7.24,1.5,5.31,2.49,5.86,2.26,1
joke,All,826,8.1,1.36,6.74,1.84,6.15,1.86,22
joke,Male,826,8.19,0.81,6.67,1.93,6.24,1.95,22
joke,Female,826,8.0,1.76,6.82,1.79,6.05,1.82,22
jolly,All,827,7.41,1.92,5.57,2.8,6.39,1.72,4
jolly,Male,827,7.38,2.01,5.68,2.78,6.33,1.85,4
jolly,Female,827,7.45,1.88,5.45,2.89,6.45,1.61,4
journal,All,828,5.14,1.49,4.05,1.96,5.26,1.42,42
journal,Male,828,4.95,1.23,4.45,1.32,4.85,0.75,42
journal,Female,828,5.32,1.7,3.68,2.38,5.64,1.76,42
joy,All,240,8.6,0.71,7.22,2.13,6.28,2.15,40
joy,Male,240,8.57,0.76,8.14,0.86,5.93,2.2,40
joy,Female,240,8.62,0.7,6.73,2.44,6.46,2.14,40
joyful,All,241,8.22,1.22,5.98,2.54,6.6,1.8,1
joyful,Male,241,7.57,1.65,6.36,2.17,6.21,1.31,1
joyful,Female,241,8.52,0.85,5.81,2.7,6.77,1.98,1
jug,All,829,5.24,1.65,3.88,2.15,5.05,1.62,6
jug,Male,829,5.45,2.15,4.23,2.25,5.18,1.94,6
jug,Female,829,5.0,0.79,3.5,2.04,4.9,1.21,6
justice,All,242,7.78,1.35,5.47,2.54,6.47,2.26,114
justice,Male,242,7.42,1.78,4.92,2.35,6.25,2.7,114
justice,Female,242,7.93,1.13,5.71,2.62,6.57,2.1,114
kerchief,All,830,5.11,1.33,3.43,2.08,5.25,1.28,1
kerchief,Male,830,5.56,1.34,3.67,1.75,5.39,1.42,1
kerchief,Female,830,4.81,1.27,3.27,2.31,5.15,1.19,1
kerosene,All,243,4.8,1.59,4.34,2.51,4.63,1.99,6
kerosene,Male,243,4.86,1.29,4.31,2.53,4.31,2.06,6
kerosene,Female,243,4.77,1.75,4.36,2.55,4.8,1.98,6
ketchup,All,831,5.6,1.35,4.09,2.08,5.29,1.81,1
ketchup,Male,831,5.52,1.44,3.86,1.85,5.19,1.83,1
ketchup,Female,831,5.68,1.29,4.52,2.14,5.38,1.83,1
kettle,All,832,5.22,0.91,3.22,2.23,5.0,1.4,3
kettle,Male,832,5.19,1.08,3.57,2.44,4.95,1.7,3
kettle,Female,832,5.25,0.72,2.85,1.98,5.05,1.05,3
key,All,833,5.68,1.62,3.7,2.18,4.98,2.04,88
key,Male,833,5.35,1.57,3.95,2.11,5.15,2.39,88
key,Female,833,5.96,1.65,3.5,2.27,4.83,1.74,88
kick,All,834,4.31,2.18,4.9,2.35,5.5,1.93,16
kick,Male,834,4.5,1.99,4.23,2.43,5.32,1.94,16
kick,Female,834,4.1,2.4,5.65,2.06,5.7,1.95,16
kids,All,835,6.91,1.99,5.27,2.36,5.07,2.03,32
kids,Male,835,6.84,1.46,5.26,1.94,4.79,1.78,32
kids,Female,835,6.96,2.34,5.27,2.66,5.28,2.21,32
killer,All,244,1.89,1.39,7.86,1.89,4.54,3.11,21
killer,Male,244,2.64,1.39,7.07,2.3,4.57,2.41,21
killer,Female,244,1.43,1.2,8.35,1.43,4.52,3.53,21
kind,All,245,7.59,1.67,4.46,2.55,5.95,1.93,313
kind,Male,245,7.5,1.18,3.8,2.49,5.3,1.77,313
kind,Female,245,7.62,1.82,4.69,2.58,6.17,1.97,313
kindness,All,246,7.82,1.39,4.3,2.62,5.67,2.63,5
kindness,Male,246,7.05,1.54,5.0,2.31,5.11,2.18,5
kindness,Female,246,8.38,0.94,3.76,2.76,6.08,2.88,5
king,All,247,7.26,1.67,5.51,2.77,7.38,2.1,88
king,Male,247,7.0,1.7,5.6,2.63,7.5,1.84,88
king,Female,247,7.34,1.67,5.48,2.86,7.34,2.21,88
kiss,All,248,8.26,1.54,7.32,2.03,6.93,2.28,17
kiss,Male,248,8.29,1.2,6.87,2.59,6.57,2.47,17
kiss,Female,248,8.24,1.7,7.55,1.68,7.1,2.21,17
kitten,All,517,6.86,2.13,5.08,2.45,6.86,2.01,5
kitten,Male,517,6.72,2.37,5.0,2.45,6.92,1.93,5
kitten,Female,517,7.0,1.9,5.15,2.49,6.81,2.12,5
knife,All,596,3.62,2.18,5.8,2.0,4.12,2.18,76
knife,Male,596,4.6,2.14,5.84,1.77,5.04,2.09,76
knife,Female,596,2.64,1.78,5.77,2.23,3.23,1.9,76
knot,All,836,4.64,1.36,4.07,2.15,4.67,1.65,8
knot,Male,836,4.45,1.43,3.71,2.15,4.85,1.87,8
knot,Female,836,4.82,1.3,4.62,1.96,4.5,1.43,8
knowledge,All,249,7.58,1.32,5.92,2.32,6.78,2.41,145
knowledge,Male,249,7.55,1.5,5.95,2.33,6.35,2.62,145
knowledge,Female,249,7.6,1.14,5.9,2.38,7.2,2.17,145
lake,All,250,6.82,1.54,3.95,2.44,4.9,2.1,54
lake,Male,250,6.0,1.41,4.2,1.75,4.5,1.51,54
lake,Female,250,7.1,1.5,3.86,2.66,5.03,2.28,54
lamb,All,837,5.89,1.73,3.36,2.18,4.91,1.96,7
lamb,Male,837,5.45,1.85,3.3,2.43,4.95,2.37,7
lamb,Female,837,6.25,1.57,3.42,2.0,4.88,1.6,7
lamp,All,838,5.41,1.0,3.8,2.12,5.27,1.61,18
lamp,Male,838,5.1,0.77,3.71,2.15,5.0,1.73,18
lamp,Female,838,5.75,1.12,3.9,2.15,5.55,1.47,18
lantern,All,839,5.57,1.19,4.05,2.28,5.07,1.82,13
lantern,Male,839,5.5,1.1,4.3,2.18,5.3,2.03,13
lantern,Female,839,5.64,1.29,4.0,2.3,4.86,1.62,13
laughter,All,251,8.45,1.08,6.75,2.5,6.45,2.45,22
laughter,Male,251,8.55,0.83,6.8,2.67,6.2,2.71,22
laughter,Female,251,8.35,1.31,6.7,2.39,6.7,2.2,22
lavish,All,840,6.21,2.03,4.93,2.4,5.64,1.61,3
lavish,Male,840,5.68,2.17,4.91,2.27,5.5,1.79,3
lavish,Female,840,6.8,1.74,4.95,2.61,5.8,1.4,3
lawn,All,841,5.24,0.86,4.0,1.79,5.37,1.11,15
lawn,Male,841,5.26,0.87,4.21,1.78,5.47,0.96,15
lawn,Female,841,5.23,0.87,3.82,1.82,5.27,1.24,15
lawsuit,All,842,3.37,2.0,4.93,2.44,3.92,2.02,1
lawsuit,Male,842,3.2,1.67,4.33,2.33,4.05,2.14,1
lawsuit,Female,842,3.52,2.29,5.5,2.46,3.8,1.94,1
lazy,All,843,4.38,2.02,2.65,2.06,4.07,1.93,9
lazy,Male,843,4.43,1.91,2.29,1.45,4.14,1.82,9
lazy,Female,843,4.33,2.18,3.0,2.49,4.0,2.07,9
leader,All,844,7.63,1.59,6.27,2.18,7.88,1.6,74
leader,Male,844,7.38,1.72,6.19,1.94,7.43,1.8,74
leader,Female,844,7.9,1.45,6.35,2.46,8.35,1.23,74
learn,All,252,7.15,1.49,5.39,2.22,6.34,2.17,84
learn,Male,252,6.93,1.39,5.13,2.17,6.0,2.59,84
learn,Female,252,7.27,1.56,5.54,2.28,6.54,1.92,84
legend,All,845,6.39,1.34,4.88,1.76,5.54,1.64,26
legend,Male,845,6.37,1.21,5.58,1.39,5.79,1.72,26
legend,Female,845,6.41,1.47,4.27,1.86,5.32,1.59,26
leisurely,All,253,6.88,1.81,3.8,2.38,5.15,1.9,5
leisurely,Male,253,6.71,1.93,2.82,1.81,5.0,2.06,5
leisurely,Female,253,7.0,1.76,4.52,2.52,5.25,1.82,5
leprosy,All,254,2.09,1.4,6.29,2.23,4.0,2.3,1
leprosy,Male,254,2.09,1.81,5.92,2.11,4.0,1.61,1
leprosy,Female,254,2.09,1.2,6.48,2.31,4.0,2.59,1
lesbian,All,597,4.67,2.45,5.12,2.27,5.35,2.2,.
lesbian,Male,597,6.0,2.33,5.76,2.55,5.8,2.24,.
lesbian,Female,597,3.38,1.81,4.5,1.79,4.92,2.12,.
letter,All,846,6.61,1.59,4.9,2.37,5.73,1.48,145
letter,Male,846,6.26,1.52,5.21,2.2,5.89,1.45,145
letter,Female,846,6.91,1.63,4.64,2.54,5.59,1.53,145
liberty,All,255,7.98,1.22,5.6,2.65,6.29,2.44,46
liberty,Male,255,7.67,1.3,5.92,2.47,6.17,2.72,46
liberty,Female,255,8.1,1.19,5.47,2.75,6.33,2.37,46
lice,All,256,2.31,1.78,5.0,2.26,3.95,2.29,2
lice,Male,256,2.69,2.32,5.14,2.18,4.62,2.4,2
lice,Female,256,2.12,1.45,4.92,2.34,3.6,2.2,2
lie,All,257,2.79,1.92,5.96,2.63,3.3,2.42,59
lie,Male,257,3.87,2.23,5.33,2.82,4.33,2.53,59
lie,Female,257,2.28,1.55,6.25,2.53,2.81,2.25,59
life,All,258,7.27,1.88,6.02,2.62,5.72,2.51,715
life,Male,258,7.0,2.37,5.42,2.97,5.58,2.57,715
life,Female,258,7.38,1.7,6.26,2.49,5.77,2.53,715
lightbulb,All,566,5.61,1.28,4.1,2.02,5.82,1.56,.
lightbulb,Male,566,5.44,1.12,3.8,1.89,5.38,1.17,.
lightbulb,Female,566,5.77,1.42,4.38,2.14,6.23,1.77,.
